gender,age,yearsmarried,children,religiousness,education,occupation,rating
female,0.1128633358954842,0.0967365384357923,no,0.9956846150229309,0.6328022641518924,0.6623964632629836,0.9913718169176939
female,0.24535242011917285,0.6625865321039309,yes,0.25900675747487245,0.270305079855629,0.005423362086235645,0.745625894458064
male,0.24087110158064068,0.2660548504120839,yes,0.7462758435045888,0.4542005271370355,0.6657847419795448,0.5039286982909803
female,0.6169154587895127,0.9958781990174262,yes,0.9939985544460962,0.4541009324643692,0.6636613957981661,0.7463216398361712
female,0.11766124375846126,0.10002842541787393,yes,0.4933251264884988,0.4564919306430446,0.0077191626207223085,0.9907626351950163
female,0.24196604884767753,0.09854195340119763,no,0.748801083490029,0.724316305312539,0.013567720674733996,0.503520581887291
female,0.6156684989822492,0.9934712341380662,no,0.9897790700530377,0.7271672724341833,0.8319741782502423,0.2530753375179443
female,0.49176991982839974,0.9992745103466271,yes,0.9901447518817762,0.45746723094869424,0.668313606091535,0.7473695738764639
female,0.8696716125286443,0.9873918080710724,yes,0.9884687099595019,0.4543233548912924,0.009559334522306034,0.9958634276321416
male,0.7474869958185619,0.9916169714169901,yes,0.9868389630464617,0.45660473503016785,0.8292642455435524,0.9962964658757794
female,0.2422724015231174,0.10324943516466001,no,0.25113049606690185,0.6352064578645711,0.6652639695640868,0.9898030486303764
female,0.24343824007891973,0.05524330894498054,no,0.7467932299165793,0.6316093079128089,0.669635660315877,0.9944446902669701
female,0.11616808392941153,0.054793971914698564,no,0.252364336416916,0.2724048565184254,0.008174603327678803,0.4988078296585143
female,0.6210375642484769,0.9887294309788917,yes,0.25121836773177975,0.8166487738505588,0.6754317138734302,0.7490946395433642
female,0.24417004713843832,0.26448622685818324,yes,0.005828591358028656,0.640601734993681,0.5042671761640234,0.7470291952641279
male,0.2379957243124992,0.4619481685651597,yes,0.4946476880671794,0.6317187812844305,0.8281554750902461,0.50026810098483
female,0.11503605493714492,0.09443485023041354,yes,0.7467211839109469,0.4555981748845732,0.49925213862628304,0.9955734306126653
